video_path,k,res,microseconds
videos/earth_S.mp4,0.3,607,513785|429476|424351
videos/earth_M.mp4,0.3,546,1610424|1655686|1602753
videos/earth_L.mp4,0.3,472,3766371|3789677|3771631
